ID,Site,GENSPE,FAM,TL,W,TUBE_g,TUBE_SIA,Notes,
V005,V,Chromis nigrura,Pomacentridae,36.1,0.522,g486,,,
V006,V,Pseudogramma polyacantha,Serranidae,39.24,0.963,g487,,,
V007,V,Pseudogramma polyacantha,Serranidae,39.9,1.008,g488,,,
V008,V,Apogon coccineus,Apogonidae,35.47,0.655,g489,,,
V009,V,Apogon coccineus,Apogonidae,34.56,0.645,g490,,,
V010,V,Apogon coccineus,Apogonidae,32.1,0.485,g491,,,
V011,V,Gobiodon albolineatus,Gobiidae,31.63,0.543,g492,,albolineatus,
V012,V,Gobiodon albolineatus,Gobiidae,28.32,0.451,g493,,same,
V013,V,Caracanthus unipinna,Scorpaenidae,27.66,0.662,V1c,,,
V014,V,Siphamia mossambica,Apogonidae,22.07,0.164,g494,,,
V015,V,Siphamia mossambica,Apogonidae,18.62,0.087,g495,,,
V016,V,Siphamia mossambica,Apogonidae,19.05,0.098,g496,,,
V017,V,Siphamia mossambica,Apogonidae,15.88,0.056,g497,,,
V018,V,Siphamia mossambica,Apogonidae,15.32,0.031,g498,,,
V019,V,Siphamia mossambica,Apogonidae,14.51,0.037,g499,,,
V020,V,Siphamia mossambica,Apogonidae,15.28,0.041,g500,,,
V021,V,Siphamia mossambica,Apogonidae,15.45,0.041,g501,,,
V022,V,Scorpaenodes sp,Scorpaenidae,28.05,0.423,g502,,,
V023,V,Scorpaenodes sp,Scorpaenidae,22.13,0.205,g503,,,
V024,V,Scorpaenodes sp,Scorpaenidae,22.14,0.216,g504,,,
V025,V,Cirripectes filamentosus,Blenniidae,26.8,0.233,g505,,,
V026,V,Cirripectes filamentosus,Blenniidae,27.88,0.25,g506,,,
V027,V,Cirripectes filamentosus,Blenniidae,27.23,0.242,g507,,,
V028,V,Pomacentrus caeruleus,Pomacentridae,21.75,0.124,g508,,,
V029,V,Gnatholepis cauerensis,Gobiidae,30.71,0.346,g509,,,
V030,V,Pseudogramma polyacantha,Serranidae,25,0.259,g510,,,
V031,V,Pseudogramma polyacantha,Serranidae,21.05,0.123,g511,,,
V032,V,Trimma haima,Gobiidae,20.52,0.099,,s282,,
V033,V,Trimma haima,Gobiidae,18.05,0.059,,s283,,
V034,V,Trimma haima,Gobiidae,16.78,0.052,,s284,,
V035,V,Trimma haima,Gobiidae,12.55,0.013,,s285,,
V036,V,Gobiodon albolineatus,Gobiidae,18.15,0.098,g512,,,
V037,V,Gobiodon albolineatus,Gobiidae,12.95,0.038,g513,,,
V038,V,Trimmatom pharus,Gobiidae,16.69,0.045,g514,,,
V039,V,Trimmatom eviotops,Gobiidae,11.8,0.012,g515,,,
V040,V,Eviota guttata,Gobiidae,17.26,0.048,g516,,,
V041,V,Eviota guttata,Gobiidae,16.33,0.03,g517,,,
V042,V,Eviota guttata,Gobiidae,15.22,0.031,g518,,,
V043,V,Eviota guttata,Gobiidae,17.76,0.059,g519,,,
V044,V,Eviota guttata,Gobiidae,19.09,0.054,g520,,,
V045,V,Eviota guttata,Gobiidae,16.04,0.026,g521,,,
V046,V,Eviota guttata,Gobiidae,14.48,0.033,g522,,,
V047,V,Eviota guttata,Gobiidae,14.5,0.021,g523,,,
V048,V,Eviota sp,Gobiidae,14.62,0.029,g524,,,
V049,V,Eviota sp,Gobiidae,15.63,0.044,g525,,,
V050,V,Eviota nebulosa,Gobiidae,13.18,0.021,,s286,,
V051,V,Cirripectes filamentosus,Blenniidae,24.68,0.207,g526,,,
V052,V,Eviota nebulosa,Gobiidae,13.91,0.031,,s287,,
V053,V,Eviota sp,Gobiidae,12.42,0.022,g527,,,
V054,V,Trimma haima,Gobiidae,11.93,0.011,,s288,,
V055,V,Nemateleotris magnifica,Microdesmidae,60.28,1.691,V1c,,,
V056,V,Cirripectes filamentosus,Blenniidae,65.38,4.888,V1c,,,
V057,V,Cirripectes filamentosus,Blenniidae,61.68,3.872,V1c,,,
V058,V,Cephalopholis nigripinnis,Epinephelidae,53.02,2.453,V1c,,,
V059,V,Ctenochaetus truncatus,Acanthuridae,50.03,3.107,V1c,,,
W001,W,Chromis nigrura,Pomacentridae,44.87,1.421,W1c,,,
W002,W,Chromis nigrura,Pomacentridae,33.12,0.503,g528,,,
W003,W,Chromis nigrura,Pomacentridae,31.67,0.296,g529,,,
W004,W,Epinephelidae sp,Epinephelidae,41.04,1.137,W1c,,,
W005,W,Ostorhinchus angustatus,Apogonidae,36.45,0.534,g530,,,
W006,W,Apogon coccineus,Apogonidae,30.5,0.434,g531,,,
W007,W,Ecsenius nalolo,Blenniidae,51.51,1.242,W1c,,,
W008,W,Ecsenius nalolo,Blenniidae,44.7,1.017,W1c,,,
W009,W,Ecsenius nalolo,Blenniidae,41.47,0.79,W1c,,,
W010,W,Ecsenius nalolo,Blenniidae,34.45,0.463,g532,,,
W011,W,Chlidichthys chagosensis,Pseudochromidae,34.99,0.514,,s289,,
W012,W,Scorpaenodes sp,Scorpaenidae,36.62,0.957,W1c,,,
W013,W,Scorpaenodes sp,Scorpaenidae,28.21,0.412,g533,,,
W014,W,Scorpaenodes sp,Scorpaenidae,23.76,0.303,g534,,,
W015,W,Scorpaenodes sp,Scorpaenidae,24.51,0.295,g535,,,
W016,W,Scorpaenodes sp,Scorpaenidae,24.23,0.284,g536,,,
W017,W,Scorpaenodes sp,Scorpaenidae,21.42,0.19,g537,,,
W018,W,Scorpaenodes sp,Scorpaenidae,21.87,0.216,g538,,,
W019,W,Scorpaenodes sp,Scorpaenidae,23.59,0.256,g539,,,
W020,W,Scorpaenodes sp,Scorpaenidae,17.46,0.102,g540,,,
W021,W,Scorpaenodes sp,Scorpaenidae,16.61,0.09,g541,,,
W022,W,Pseudogramma polyacantha,Serranidae,28.39,0.385,g542,,,
W023,W,Antennaridae sp,Antennariidae,20.93,0.425,g543,,,
W024,W,Gobiodon albolineatus,Gobiidae,21.26,0.201,g544,,,
W025,W,Caracanthus unipinna,Scorpaenidae,17.38,0.13,g545,,,
W026,W,Pseudogramma polyacantha,Serranidae,20.62,0.114,g546,,,
W027,W,Ostorhinchus angustatus,Apogonidae,16.62,0.042,g547,,,
W028,W,Pseudanthias squamipinnis,Serranidae,21.26,0.116,g548,,,
W029,W,Pseudanthias squamipinnis,Serranidae,20.06,0.087,g549,,,
W030,W,Callogobius sclateri,Gobiidae,22.57,0.139,g550,,,
W031,W,Trimma haima,Gobiidae,18.16,0.057,,s290,,
W032,W,Trimma haima,Gobiidae,18.62,0.069,,s291,,
W033,W,Trimma haima,Gobiidae,19.27,0.08,,s292,,
W034,W,Pleurosicya mossambica,Gobiidae,19.36,0.064,g551,,,
W035,W,Pleurosicya mossambica,Gobiidae,17.67,0.042,g552,,,
W036,W,Trimma haima,Gobiidae,12.67,0.009,,s293,,
W037,W,Eviota guttata,Gobiidae,19.03,0.059,,s294,,
W038,W,Eviota guttata,Gobiidae,18.35,0.05,,s295,,
W039,W,Eviota guttata,Gobiidae,18.71,0.065,,s296,,
W040,W,Eviota guttata,Gobiidae,15.19,0.031,,s297,,
W041,W,Eviota guttata,Gobiidae,15.01,0.031,,s298,,
W042,W,Scorpaenodes sp,Scorpaenidae,13.04,0.033,g553,,,
W043,W,Trimmatom eviotops,Gobiidae,14.15,0.03,g554,,,
W044,W,Trimmatom eviotops,Gobiidae,15.54,0.029,g555,,,
W045,W,Trimmatom eviotops,Gobiidae,16.84,0.052,g556,,,
W046,W,Trimmatom eviotops,Gobiidae,14.65,0.033,g557,,,
W047,W,Enneapterygius abeli,Tripterygiidae,20.14,0.074,g558,,,
W048,W,Enneapterygius abeli,Tripterygiidae,19.07,0.072,g559,,,
W049,W,Eviota nebulosa,Gobiidae,14.67,0.033,,s299,,
W050,W,Labridae sp,Labridae,15.7,0.046,g560,,,
W051,W,Labridae sp,Labridae,14.13,0.025,g561,,,
W052,W,Eviota nebulosa,Gobiidae,15.11,0.037,,s300,,
W053,W,Enneapterygius abeli,Tripterygiidae,15.26,0.023,g562,,,
W054,W,Eviota sp,Gobiidae,11.91,0.019,g563,,,
W055,W,Eviota sp,Gobiidae,11.5,0.017,g564,,,
W056,W,Trimma haima,Gobiidae,10.95,0.009,,s301,,
W057,W,Eviota nebulosa,Gobiidae,10.69,0.009,,s302,,
W058,W,Eviota nebulosa,Gobiidae,10.93,0.009,,s303,,
W059,W,Eviota sp,Gobiidae,10.26,0.009,g565,,,
W060,W,Eviota sp,Gobiidae,9.53,0.008,g566,,,
